time,signal
14.10833,137
14.11667,134
14.125,131
14.13333,129
14.14167,127
14.15,124
14.15833,122
14.16667,121
14.175,119
14.18333,118
14.19167,116
14.2,115
14.20833,113
14.21667,112
14.225,111
14.23333,110
14.24167,109
14.25,108
14.25833,107
14.26667,106
14.275,106
14.28333,105
14.29167,104
14.3,103
14.30833,103
14.31667,102
14.325,101
14.33333,101
14.34167,101
14.35,100
14.35833,100
14.36667,99
14.375,99
14.38333,99
14.39167,99
14.4,98
14.40833,98
14.41667,98
14.425,97
14.43333,97
14.44167,97
14.45,98
14.45833,97
14.46667,97
14.475,97
14.48333,97
14.49167,97
14.5,97
14.50833,97
14.51667,96
14.525,96
14.53333,96
14.54167,96
14.55,95
14.55833,95
14.56667,95
14.575,95
14.58333,94
14.59167,94
14.6,94
14.60833,94
14.61667,94
14.625,94
14.63333,94
14.64167,94
14.65,94
14.65833,94
14.66667,94
14.675,94
14.68333,94
14.69167,94
14.7,94
14.70833,94
14.71667,94
14.725,93
14.73333,93
14.74167,92
14.75,92
14.75833,92
14.76667,92
14.775,93
14.78333,92
14.79167,92
14.8,92
14.80833,92
14.81667,92
14.825,92
14.83333,91
14.84167,91
14.85,91
14.85833,91
14.86667,91
14.875,92
14.88333,92
14.89167,92
14.9,92
14.90833,92
14.91667,92
14.925,91
14.93333,91
14.94167,92
14.95,92
14.95833,92
14.96667,92
14.975,92
14.98333,92
14.99167,92
15.0,92
15.00833,92
15.01667,92
15.025,92
15.03333,93
15.04167,93
15.05,93
15.05833,92
15.06667,92
15.075,92
15.08333,92
15.09167,92
15.1,92
15.10833,92
15.11667,92
15.125,92
15.13333,92
15.14167,92
15.15,92
15.15833,92
15.16667,92
15.175,92
15.18333,92
15.19167,92
15.2,92
15.20833,92
15.21667,92
15.225,93
15.23333,93
15.24167,93
15.25,93
15.25833,92
15.26667,92
15.275,92
15.28333,92
15.29167,92
15.3,93
15.30833,93
15.31667,93
15.325,94
15.33333,95
15.34167,95
15.35,96
15.35833,98
15.36667,99
15.375,100
15.38333,101
15.39167,102
15.4,104
15.40833,106
15.41667,107
15.425,109
15.43333,111
15.44167,114
15.45,116
15.45833,119
15.46667,121
15.475,124
15.48333,127
15.49167,130
15.5,133
15.50833,137
15.51667,141
15.525,145
15.53333,148
15.54167,152
15.55,156
15.55833,160
15.56667,164
15.575,168
15.58333,172
15.59167,176
15.6,179
15.60833,183
15.61667,187
15.625,190
15.63333,194
15.64167,197
15.65,200
15.65833,203
15.66667,206
15.675,209
15.68333,211
15.69167,214
15.7,216
15.70833,217
15.71667,219
15.725,221
15.73333,223
15.74167,224
15.75,224
15.75833,225
15.76667,225
15.775,225
15.78333,225
15.79167,224
15.8,224
15.80833,223
15.81667,222
15.825,221
15.83333,220
15.84167,219
15.85,217
15.85833,215
15.86667,212
15.875,210
15.88333,207
15.89167,205
15.9,202
15.90833,199
15.91667,196
15.925,192
15.93333,189
15.94167,186
15.95,183
15.95833,180
15.96667,177
15.975,174
15.98333,170
15.99167,167
16.0,164
