time,signal
13.53333,6750
13.54167,7087
13.55,7420
13.55833,7746
13.56667,8064
13.575,8372
13.58333,8669
13.59167,8953
13.6,9221
13.60833,9474
13.61667,9710
13.625,9927
13.63333,10124
13.64167,10301
13.65,10457
13.65833,10591
13.66667,10702
13.675,10791
13.68333,10858
13.69167,10901
13.7,10921
13.70833,10918
13.71667,10893
13.725,10846
13.73333,10778
13.74167,10688
13.75,10579
13.75833,10450
13.76667,10303
13.775,10139
13.78333,9958
13.79167,9762
13.8,9553
13.80833,9330
13.81667,9097
13.825,8853
13.83333,8601
13.84167,8341
13.85,8076
13.85833,7806
13.86667,7532
13.875,7256
13.88333,6979
13.89167,6701
13.9,6425
13.90833,6150
13.91667,5879
13.925,5611
13.93333,5348
13.94167,5091
13.95,4839
13.95833,4593
13.96667,4355
13.975,4123
13.98333,3899
13.99167,3683
14.0,3475
14.00833,3276
14.01667,3085
14.025,2902
14.03333,2728
14.04167,2562
14.05,2404
14.05833,2255
14.06667,2114
14.075,1980
14.08333,1853
14.09167,1734
14.1,1622
14.10833,1517
14.11667,1418
14.125,1326
14.13333,1239
14.14167,1158
14.15,1083
14.15833,1013
14.16667,948
14.175,887
14.18333,830
14.19167,778
14.2,729
14.20833,683
14.21667,641
14.225,602
14.23333,565
14.24167,532
14.25,501
14.25833,471
14.26667,444
14.275,420
14.28333,397
14.29167,376
14.3,357
14.30833,338
14.31667,321
14.325,305
14.33333,291
14.34167,278
14.35,265
14.35833,254
14.36667,243
14.375,233
14.38333,223
14.39167,214
14.4,206
14.40833,198
14.41667,190
14.425,183
14.43333,177
14.44167,171
14.45,165
14.45833,160
14.46667,155
14.475,150
14.48333,146
14.49167,141
14.5,138
14.50833,134
14.51667,130
14.525,127
14.53333,123
14.54167,120
14.55,117
14.55833,114
14.56667,112
14.575,109
14.58333,106
14.59167,104
14.6,101
14.60833,99
14.61667,97
14.625,95
14.63333,93
14.64167,91
14.65,89
14.65833,88
14.66667,86
14.675,85
14.68333,84
14.69167,82
14.7,81
14.70833,80
14.71667,79
14.725,77
14.73333,76
14.74167,75
14.75,74
14.75833,73
14.76667,71
14.775,70
14.78333,69
14.79167,68
14.8,67
14.80833,66
14.81667,65
14.825,65
14.83333,64
14.84167,63
14.85,62
14.85833,61
14.86667,61
14.875,60
14.88333,59
14.89167,58
14.9,58
14.90833,58
14.91667,58
14.925,57
14.93333,56
14.94167,55
14.95,54
14.95833,54
14.96667,53
14.975,53
14.98333,52
14.99167,52
15.0,51
15.00833,51
15.01667,51
15.025,50
15.03333,50
15.04167,50
15.05,50
15.05833,50
15.06667,49
15.075,48
15.08333,48
15.09167,47
15.1,46
15.10833,46
15.11667,45
15.125,45
15.13333,45
15.14167,45
15.15,44
15.15833,44
15.16667,44
15.175,44
15.18333,43
15.19167,43
15.2,43
15.20833,43
15.21667,43
15.225,43
15.23333,43
15.24167,43
15.25,44
15.25833,44
15.26667,45
15.275,46
15.28333,47
15.29167,49
15.3,51
15.30833,54
15.31667,57
15.325,61
15.33333,65
15.34167,71
15.35,77
15.35833,84
15.36667,91
15.375,99
15.38333,109
15.39167,120
15.4,132
15.40833,145
15.41667,160
15.425,176
15.43333,192
15.44167,211
15.45,231
15.45833,253
15.46667,276
15.475,300
15.48333,326
15.49167,353
15.5,381
15.50833,410
15.51667,441
15.525,472
15.53333,504
15.54167,537
15.55,571
15.55833,605
15.56667,639
15.575,673
15.58333,706
15.59167,740
15.6,773
15.60833,806
15.61667,838
15.625,869
15.63333,900
15.64167,929
15.65,957
15.65833,984
15.66667,1009
15.675,1033
15.68333,1055
15.69167,1075
15.7,1093
15.70833,1110
15.71667,1124
15.725,1136
15.73333,1147
15.74167,1155
15.75,1161
15.75833,1164
15.76667,1166
15.775,1166
15.78333,1163
15.79167,1159
15.8,1152
15.80833,1143
15.81667,1133
15.825,1121
15.83333,1107
15.84167,1091
15.85,1074
15.85833,1055
15.86667,1034
15.875,1011
15.88333,988
15.89167,963
15.9,938
15.90833,912
15.91667,884
15.925,857
15.93333,829
15.94167,800
15.95,772
15.95833,743
15.96667,714
15.975,685
15.98333,656
15.99167,627
16.0,599
