time,signal
14.475,191
14.48333,186
14.49167,181
14.5,176
14.50833,171
14.51667,166
14.525,161
14.53333,157
14.54167,153
14.55,150
14.55833,146
14.56667,143
14.575,139
14.58333,136
14.59167,133
14.6,130
14.60833,128
14.61667,125
14.625,122
14.63333,120
14.64167,117
14.65,115
14.65833,113
14.66667,112
14.675,109
14.68333,108
14.69167,106
14.7,104
14.70833,103
14.71667,101
14.725,100
14.73333,99
14.74167,97
14.75,96
14.75833,94
14.76667,93
14.775,91
14.78333,90
14.79167,89
14.8,88
14.80833,87
14.81667,86
14.825,85
14.83333,84
14.84167,83
14.85,82
14.85833,81
14.86667,80
14.875,79
14.88333,78
14.89167,77
14.9,76
14.90833,75
14.91667,75
14.925,74
14.93333,73
14.94167,72
14.95,71
14.95833,70
14.96667,70
14.975,70
14.98333,69
14.99167,69
15.0,69
15.00833,68
15.01667,67
15.025,67
15.03333,66
15.04167,65
15.05,65
15.05833,65
15.06667,64
15.075,63
15.08333,63
15.09167,63
15.1,62
15.10833,61
15.11667,60
15.125,60
15.13333,60
15.14167,59
15.15,59
15.15833,59
15.16667,58
15.175,58
15.18333,57
15.19167,57
15.2,57
15.20833,57
15.21667,57
15.225,57
15.23333,57
15.24167,58
15.25,58
15.25833,58
15.26667,59
15.275,61
15.28333,63
15.29167,66
15.3,68
15.30833,71
15.31667,75
15.325,80
15.33333,85
15.34167,91
15.35,99
15.35833,107
15.36667,117
15.375,127
15.38333,139
15.39167,153
15.4,168
15.40833,185
15.41667,203
15.425,223
15.43333,244
15.44167,267
15.45,292
15.45833,319
15.46667,347
15.475,377
15.48333,409
15.49167,442
15.5,477
15.50833,514
15.51667,551
15.525,590
15.53333,630
15.54167,671
15.55,712
15.55833,754
15.56667,796
15.575,838
15.58333,880
15.59167,922
15.6,964
15.60833,1005
15.61667,1045
15.625,1084
15.63333,1122
15.64167,1158
15.65,1193
15.65833,1226
15.66667,1257
15.675,1286
15.68333,1313
15.69167,1338
15.7,1361
15.70833,1381
15.71667,1399
15.725,1415
15.73333,1428
15.74167,1438
15.75,1445
15.75833,1450
15.76667,1453
15.775,1452
15.78333,1449
15.79167,1443
15.8,1435
15.80833,1425
15.81667,1411
15.825,1396
15.83333,1378
15.84167,1358
15.85,1336
15.85833,1312
15.86667,1287
15.875,1259
15.88333,1230
15.89167,1200
15.9,1169
15.90833,1136
15.91667,1102
15.925,1068
15.93333,1033
15.94167,997
15.95,961
15.95833,926
15.96667,890
15.975,854
15.98333,818
15.99167,783
16.0,748
