time,signal
13.54167,1866
13.55,1953
13.55833,2038
13.56667,2121
13.575,2201
13.58333,2278
13.59167,2351
13.6,2420
13.60833,2484
13.61667,2545
13.625,2601
13.63333,2651
13.64167,2696
13.65,2736
13.65833,2770
13.66667,2797
13.675,2819
13.68333,2835
13.69167,2845
13.7,2849
13.70833,2846
13.71667,2838
13.725,2824
13.73333,2805
13.74167,2780
13.75,2750
13.75833,2714
13.76667,2675
13.775,2631
13.78333,2583
13.79167,2531
13.8,2476
13.80833,2417
13.81667,2355
13.825,2291
13.83333,2225
13.84167,2157
13.85,2087
13.85833,2016
13.86667,1945
13.875,1873
13.88333,1800
13.89167,1728
13.9,1656
13.90833,1584
13.91667,1514
13.925,1444
13.93333,1376
13.94167,1309
13.95,1244
13.95833,1180
13.96667,1119
13.975,1059
13.98333,1001
13.99167,946
14.0,892
14.00833,841
14.01667,792
14.025,745
14.03333,700
14.04167,658
14.05,617
14.05833,579
14.06667,542
14.075,508
14.08333,476
14.09167,445
14.1,417
14.10833,390
14.11667,365
14.125,341
14.13333,319
14.14167,298
14.15,279
14.15833,261
14.16667,244
14.175,229
14.18333,214
14.19167,201
14.2,188
14.20833,177
14.21667,166
14.225,156
14.23333,147
14.24167,138
14.25,130
14.25833,123
14.26667,116
14.275,110
14.28333,104
14.29167,98
14.3,93
14.30833,89
14.31667,84
14.325,81
14.33333,77
14.34167,74
14.35,71
14.35833,68
14.36667,65
14.375,62
14.38333,59
14.39167,57
14.4,55
14.40833,53
14.41667,51
14.425,49
14.43333,47
14.44167,46
14.45,45
14.45833,44
14.46667,42
14.475,41
14.48333,40
14.49167,39
14.5,38
14.50833,37
14.51667,36
14.525,35
14.53333,34
14.54167,34
14.55,33
14.55833,32
14.56667,31
14.575,30
14.58333,30
14.59167,29
14.6,29
14.60833,28
14.61667,27
14.625,27
14.63333,26
14.64167,26
14.65,25
14.65833,25
14.66667,24
14.675,23
14.68333,23
14.69167,22
14.7,22
14.70833,22
14.71667,22
14.725,22
14.73333,22
14.74167,21
14.75,21
14.75833,21
14.76667,20
14.775,20
14.78333,19
14.79167,19
14.8,19
14.80833,19
14.81667,19
14.825,19
14.83333,18
14.84167,18
14.85,18
14.85833,18
14.86667,18
14.875,18
14.88333,18
14.89167,18
14.9,18
14.90833,18
14.91667,17
14.925,17
14.93333,17
14.94167,17
14.95,17
14.95833,17
14.96667,17
14.975,17
14.98333,16
14.99167,16
15.0,16
15.00833,15
15.01667,15
15.025,14
15.03333,14
15.04167,14
15.05,14
15.05833,14
15.06667,14
15.075,14
15.08333,14
15.09167,14
15.1,14
15.10833,14
15.11667,14
15.125,14
15.13333,14
15.14167,14
15.15,14
15.15833,14
15.16667,14
15.175,14
15.18333,14
15.19167,14
15.2,13
15.20833,13
15.21667,13
15.225,13
15.23333,13
15.24167,13
15.25,13
15.25833,14
15.26667,14
15.275,14
15.28333,15
15.29167,16
15.3,17
15.30833,18
15.31667,20
15.325,21
15.33333,23
15.34167,25
15.35,27
15.35833,30
15.36667,33
15.375,36
15.38333,40
15.39167,44
15.4,48
15.40833,54
15.41667,59
15.425,65
15.43333,72
15.44167,80
15.45,87
15.45833,96
15.46667,105
15.475,115
15.48333,125
15.49167,136
15.5,147
15.50833,159
15.51667,170
15.525,182
15.53333,194
15.54167,207
15.55,220
15.55833,234
15.56667,247
15.575,261
15.58333,274
15.59167,287
15.6,300
15.60833,312
15.61667,325
15.625,337
15.63333,349
15.64167,361
15.65,371
15.65833,382
15.66667,391
15.675,400
15.68333,409
15.69167,417
15.7,424
15.70833,430
15.71667,436
15.725,441
15.73333,444
15.74167,447
15.75,449
15.75833,451
15.76667,451
15.775,451
15.78333,450
15.79167,448
15.8,445
15.80833,442
15.81667,437
15.825,433
15.83333,427
15.84167,421
15.85,414
15.85833,407
15.86667,398
15.875,390
15.88333,380
15.89167,371
15.9,361
15.90833,351
15.91667,341
15.925,330
15.93333,319
15.94167,307
15.95,296
15.95833,285
15.96667,274
15.975,263
15.98333,252
15.99167,241
16.0,230
