time,signal
13.45833,1458
13.46667,1576
13.475,1698
13.48333,1823
13.49167,1950
13.5,2079
13.50833,2209
13.51667,2340
13.525,2471
13.53333,2601
13.54167,2730
13.55,2856
13.55833,2981
13.56667,3101
13.575,3219
13.58333,3331
13.59167,3439
13.6,3540
13.60833,3636
13.61667,3725
13.625,3806
13.63333,3880
13.64167,3947
13.65,4005
13.65833,4055
13.66667,4096
13.675,4128
13.68333,4151
13.69167,4165
13.7,4171
13.70833,4168
13.71667,4157
13.725,4137
13.73333,4109
13.74167,4073
13.75,4030
13.75833,3979
13.76667,3922
13.775,3858
13.78333,3787
13.79167,3711
13.8,3630
13.80833,3544
13.81667,3454
13.825,3360
13.83333,3263
13.84167,3164
13.85,3062
13.85833,2958
13.86667,2853
13.875,2747
13.88333,2641
13.89167,2535
13.9,2430
13.90833,2325
13.91667,2222
13.925,2120
13.93333,2020
13.94167,1922
13.95,1827
13.95833,1733
13.96667,1643
13.975,1555
13.98333,1470
13.99167,1388
14.0,1309
14.00833,1234
14.01667,1162
14.025,1094
14.03333,1028
14.04167,965
14.05,906
14.05833,849
14.06667,796
14.075,746
14.08333,698
14.09167,654
14.1,612
14.10833,573
14.11667,536
14.125,501
14.13333,468
14.14167,438
14.15,409
14.15833,383
14.16667,358
14.175,335
14.18333,314
14.19167,294
14.2,275
14.20833,258
14.21667,242
14.225,227
14.23333,214
14.24167,202
14.25,190
14.25833,179
14.26667,169
14.275,160
14.28333,152
14.29167,144
14.3,136
14.30833,129
14.31667,123
14.325,117
14.33333,112
14.34167,107
14.35,102
14.35833,97
14.36667,93
14.375,89
14.38333,86
14.39167,82
14.4,80
14.40833,77
14.41667,74
14.425,72
14.43333,69
14.44167,67
14.45,65
14.45833,62
14.46667,60
14.475,58
14.48333,56
14.49167,55
14.5,53
14.50833,52
14.51667,51
14.525,50
14.53333,48
14.54167,47
14.55,46
14.55833,45
14.56667,44
14.575,43
14.58333,42
14.59167,41
14.6,40
14.60833,39
14.61667,38
14.625,37
14.63333,37
14.64167,36
14.65,36
14.65833,35
14.66667,34
14.675,33
14.68333,33
14.69167,32
14.7,31
14.70833,31
14.71667,30
14.725,30
14.73333,30
14.74167,30
14.75,30
14.75833,29
14.76667,29
14.775,28
14.78333,28
14.79167,27
14.8,27
14.80833,27
14.81667,26
14.825,26
14.83333,26
14.84167,25
14.85,25
14.85833,25
14.86667,24
14.875,23
14.88333,23
14.89167,23
14.9,23
14.90833,23
14.91667,22
14.925,22
14.93333,22
14.94167,22
14.95,22
14.95833,21
14.96667,21
14.975,21
14.98333,20
14.99167,20
15.0,20
15.00833,19
15.01667,19
15.025,19
15.03333,19
15.04167,19
15.05,18
15.05833,18
15.06667,18
15.075,18
15.08333,18
15.09167,18
15.1,18
15.10833,18
15.11667,18
15.125,18
15.13333,18
15.14167,18
15.15,18
15.15833,18
15.16667,17
15.175,17
15.18333,18
15.19167,17
15.2,17
15.20833,17
15.21667,17
15.225,17
15.23333,17
15.24167,18
15.25,18
15.25833,18
15.26667,18
15.275,19
15.28333,19
15.29167,20
15.3,21
15.30833,23
15.31667,25
15.325,27
15.33333,29
15.34167,32
15.35,35
15.35833,39
15.36667,42
15.375,47
15.38333,52
15.39167,57
15.4,63
15.40833,70
15.41667,78
15.425,86
15.43333,95
15.44167,105
15.45,115
15.45833,126
15.46667,137
15.475,150
15.48333,163
15.49167,177
15.5,192
15.50833,207
15.51667,223
15.525,240
15.53333,256
15.54167,273
15.55,291
15.55833,308
15.56667,326
15.575,344
15.58333,361
15.59167,378
15.6,395
15.60833,412
15.61667,429
15.625,445
15.63333,460
15.64167,475
15.65,489
15.65833,503
15.66667,516
15.675,528
15.68333,540
15.69167,550
15.7,560
15.70833,568
15.71667,575
15.725,582
15.73333,587
15.74167,591
15.75,594
15.75833,596
15.76667,597
15.775,596
15.78333,595
15.79167,592
15.8,589
15.80833,584
15.81667,579
15.825,572
15.83333,564
15.84167,556
15.85,547
15.85833,537
15.86667,526
15.875,515
15.88333,502
15.89167,490
15.9,477
15.90833,463
15.91667,449
15.925,435
15.93333,420
15.94167,406
15.95,391
15.95833,377
15.96667,362
15.975,347
15.98333,332
15.99167,318
16.0,304
